id,name,artist,popularity,duration_ms,year
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,81,194240,2014.0
6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,85,192789,2013.0
0kzw2tRyuL9rzipi5ntlIy,Shut Up and Dance,WALK THE MOON,63,199080,2014.0
3fybynmcL8DNEI7jCYNhFu,Barbra Streisand,Duck Sauce,38,264813,2014.0
2jiPHbFX5XM8TjaTfYJ0eo,Stolen Dance,Milky Chance,2,313684,2013.0
0GNI8K3VATWBABQFAzBAYe,Stay,Rihanna,76,240706,2012.0
6TyXieyAu2z51H6VMPKRI4,Stereo Love - UK Radio Edit,Edward Maya,56,155755,2010.0
7icHQ0UDRFe98tfvI0yyhL,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,63,189399,2014.0
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Gotye,81,244884,2011.0
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,84,278719,2011.0
0C4ejWmOTMv8vuYj85mf8m,S&M,Rihanna,73,243533,2010.0
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,77,221946,2011.0
2dOTkLZFbpNXrhc24CnTFd,Titanium (feat. Sia),David Guetta,65,245040,2011.0
4kTBakk3h2S678cajDcVTw,Latch,Disclosure,56,255631,2013.0
6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,80,219546,2012.0
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,76,216160,2012.0
0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,Taylor Swift,75,193146,2012.0
4v0hWD4N6qefyFrmSGLjTV,Heart Attack,Demi Lovato,59,210840,2013.0
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,84,242733,2012.0
18n3RlT0UNcy2yHImHy8IT,Rude,MAGIC!,60,224840,2014.0
0puf9yIluy9W0vpMEUoAnN,Bang Bang,Jessie J,80,199386,2014.0
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,85,231826,2014.0
2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),Shakira,69,206866,2014.0
5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,AronChupa,74,166848,2014.0
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,Taylor Swift,82,219200,2014.0
6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,77,257200,2014.0
285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,74,192560,2014.0
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,81,212640,2015.0
6ZANrVuAMp2rpjhfbOuJly,Same Old Love,Selena Gomez,70,229080,2015.0
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,84,229525,2015.0
5masKPHeAOVNgxdLebIcK7,Stole the Show,Kygo,76,223186,2016.0
2ONIJ40u0Attbm3miIIpNO,Cheap Thrills (feat. Sean Paul),Sia,67,224493,2016.0
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,82,195920,2016.0
1pKeFVVUOPjFsOABub0OaV,Side To Side,Ariana Grande,2,226160,2016.0
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,88,206693,2016.0
58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B,78,253390,2018.0
6jBUP2KCe821yqf1hiBqPR,Broken Strings,James Morrison,72,250453,2008.0
1qZMPmpD1jDcOA7gZ6TCde,One (Your Name) - Radio Edit,Swedish House Mafia,70,163246,2010.0
3KEckuvqN5vMArg7R6OUBS,Get Stupid,Aston Merrygold ,0,199728,2015.0
71EnloViXmSKrQkrkaYFxF,Be Right There,Diplo,0,237051,2015.0
5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,73,182306,2009.0
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,79,224653,2012.0
2cNCaMkur4qF0lNwJWBf6b,The Girl Is Mine,99 Souls,56,216613,2016.0
1bVk409hTFVAmFqKtj4zai,Alone No More,Philip George,0,173325,2015.0
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,Joel Adams,69,210580,2015.0
0sQLhT32E9ZG2zn5iYR6nN,Locked Away (feat. Adam Levine),R. City,61,227280,2015.0
0rHVd8h0cFwgLgPFem6S60,Girls Like (feat. Zara Larsson),Tinie Tempah,64,196000,2016.0
24YvUQnuPL8gObCfSnAobH,"Hey, Soul Sister",Train,0,216773,2009.0
6fQcqEcXfnY0L6VwS0c3gT,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,57,180021,2014.0
0iYoK9q0WCueRWjdlVkjkN,No Tomorrow,Orson,46,167493,2006.0
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,82,212862,2012.0
6GpcFTcLIc0eeR7Q7dVMXZ,Wasted,Tiësto,0,188371,2014.0
0myfCCAcE4PFsWcbyeVr0y,Elvis Ain't Dead,Scouting For Girls,0,229893,2007.0
3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chainsmokers,75,226738,2015.0
5eCgNATwXgRc4mZx9NymGJ,Waiting For Love,Avicii,0,228750,2015.0
1iw4OMQzYVFjtNnnBnrXZw,Sunshine - Radio Edit,TIEKS,0,180646,2015.0
477daPpd3DnneaHhvjM35l,Are You With Me - Radio Edit,Lost Frequencies,0,138842,2014.0
0HMjXBAZmSYOTTi33WpMso,History,One Direction,74,187426,2015.0
1L8ywX9DcRYBcMTv5X1mF9,Don't Be so Hard on Yourself,Jess Glynne,44,211460,2015.0
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Bandit,74,227833,2014.0
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,81,208373,2016.0
5qB6XYfzI1ZeZPbWJgsF0a,Lovers on the Sun (feat. Sam Martin),David Guetta,38,203520,2014.0
2Vhd5uZB4brKHmM0MNxkZo,Raging (feat. Kodaline),Kygo,62,224486,2016.0
4vEUY73dVOg97Ajbqq9zgV,Hula Hoop,OMI,42,206343,2015.0
4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,74,258826,2007.0
0kAHTTMWxU6P4t1SS4EACV,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,0,166138,2015.0
6FXNfYIY6iEeCKuIeSYWgg,Can't Feel My Face,The Weeknd,0,215612,2015.0
0H2BuFu2MuJfnF1yHKjBcp,Runnin' (Lose It All),Naughty Boy,0,213019,2015.0
1SzltIyTC13newcRuGEIMr,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,23,218293,2007.0
3NFuE3uDOr6QUw9UZ9HzKo,Sugar (feat. Francesco Yates),Robin Schulz,52,219043,2015.0
140ba2Ta8P3GJJuLb8vMC0,She's So Lovely,Scouting For Girls,0,223813,2007.0
7EVqRaBDwVWXQiJcMGgU0C,Kiss Me,Olly Murs,0,198093,2015.0
66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Jack Ü,75,250285,2015.0
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,86,222160,2016.0
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,79,248133,2012.0
7M9XTtbz6qDg7LqYJ7OpJB,Real Love,Clean Bandit,52,219691,2014.0
5afHIkEcVhCF1Z1CTqMUXB,Ain't Nobody (Loves Me Better),Felix Jaehn,0,186146,2015.0
7n9bPHZvl5UvmLPhNjUH1C,Good Grief,Bastille,0,206499,2016.0
666elemQTQGi8xbjAAdIgB,Waiting All Night (feat. Ella Eyre),Rudimental,49,292586,2013.0
5s7xgzXtmY4gMjeSlgisjy,Easy Love,Sigala,68,229813,2018.0
1hWYT0w2R0J19rlVkiez7X,Battle Scars (with Guy Sebastian),Lupe Fiasco,66,250320,2012.0
7yO48FWUkqsrdxrwkGcnwl,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,61,194840,2011.0
0BBZuOGGBj9u4X3rAfmae8,Play Hard (feat. Ne-Yo & Akon),David Guetta,58,201000,2011.0
3jomjC6H7YQBRr2CHPtc4y,My House,Flo Rida,58,192190,2015.0
66J1xUifZs9jvXT21D4oxf,Here It Is (feat. Chris Brown),Flo Rida,28,192766,2015.0
3GCpEbJzknVdpvx9WI03x3,Mysterious Girl - Radio Edit,Peter Andre,56,217106,2004.0
1Lxhfhq1F0rkpb8GqoSJ6O,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,49,224258,2015.0
7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,71,201546,2010.0
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,75,288426,1994.0
55rJBEnjCELHuv3mC9RI1W,La Bamba,Ritchie Valens,14,126960,2018.0
7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love - Single Version,Redbone,78,205933,1973.0
0Y2SrByf4G3kbq2nBEHQRn,Spirit in the Sky,Norman Greenbaum,0,239600,1996.0
6YwLgicpvVuMt1eE2OldwQ,Five More Hours,Deorro,66,211975,2015.0
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,81,263786,2015.0
0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue,49,181614,2017.0
5vuwXvQTpavYCgcPFnCMS4,Keeping Your Head Up,Birdy,65,208395,2016.0
1sBhJGPUKrdRycgKxve70v,Hot2Touch,Felix Jaehn,0,160825,2017.0
6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,66,221904,2017.0
2Inz7gGPGgieN0CTw9TOOs,September Song,JP Cooper,0,220290,2017.0
3ixTiPABjqkBKPocxq6oIe,Don't Look Back In Anger,Oasis,5,287826,1995.0
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,87,247160,2017.0
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,76,221506,2017.0
7crMiinWx373rNBZBaVske,Closer,The Chainsmokers,55,245506,2016.0
767AsV1cQwmOU4PJG96MzO,Do It Right,Martin Solveig,0,213211,2016.0
6AQRsHoBH1eig81Kxz1RbH,Lovin' You,Coldabank,30,191627,2017.0
3HVr6jTVwBHBa2flM0eURR,Glorious (feat. Skylar Grey),Macklemore,0,220454,2017.0
2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,83,214506,2015.0
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,69,222653,2018.0
3KsatAMRt1a7iryhWt5I8U,Wheels,Foo Fighters,63,278213,2009.0
38zwkK6TtTjIW9tpYBfZ3D,Paradise,George Ezra,67,222044,2018.0
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,80,184732,2018.0
54l9GJGQ1UCFKe2tzt1Vxt,Only You (with Little Mix),Cheat Codes,57,189401,2018.0
3pSfoP1xZllxEuZ6Oh6ebn,Ring Ring (feat. Mabel & Rich The Kid),Jax Jones,48,217613,2018.0
4boHHPenjom204fkQSUHyt,For You,Ashley Craig,0,242123,2018.0
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,83,190946,2018.0
52okn5MNA47tk87PeZJLEL,Let You Down,NF,81,212120,2017.0
5Xc74Dn1ZKH6H8XaVGOHXG,On My Mind,Disciples,56,185845,2017.0
4XLvDKk17Qqziwlr1Zf5Th,Mama You’ve Been On My Mind - Demo,George Harrison,0,183613,2012.0
2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,76,353026,1994.0
3QlF2ExmrRP0RM7ffv7y0Q,Lost Without You,Freya Ridings,0,225076,2017.0
7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,81,231266,2018.0
70eehEqNug7oAhozjhG21t,Bad Vibe,M.O,49,214253,2018.0
2H9zpvV33I48HE5jnNvWVB,Fine Girl,ZieZie,59,163000,2018.0
1keIwLlHg0VZhoQQiTb0Xi,Man Down (feat. AlunaGeorge),Shakka,58,211211,2018.0
0A9y4c4dkI68IEnsRGtWil,My Lover - Radio Edit,Not3s,53,192108,2017.0
79RUMZfMNMpqZnswovvTqv,Wonderwall,Oasis,0,258906,1995.0
6z5Yh7kOKeLjqIsNdokIpU,a thousand years,Christina Perri,69,285120,2011.0
7p8wAUDFBSWPMh2KxfUDQk,jar of hearts,Christina Perri,58,246587,2011.0
3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,80,536066,1991.0
3tyTt5pEWblt96j1HsXiV5,Freedom! '90 - Remastered,George Michael,62,390861,2017.0
3DAQWIPCCpmPDrb02wFrxb,Grave Digger,Matt Maeson,48,238000,2017.0
2TRFIQpTqq12xGpFJEr0Ft,Worth It (feat. Kid Ink),Fifth Harmony,49,224573,2014.0
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,Commodores,79,256426,1977.0
3SxiAdI8dP9AaaEz1Z24mn,Earthquake (feat. Tinie Tempah),Labrinth,60,274600,2012.0
4viUsO0ZnlZrVCM945K6on,Whip It! (feat. Chloe Angelides),LunchMoney Lewis,51,242973,2015.0
760klboT1E03jUt7CiVhbV,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,51,190185,2015.0
1QnvpPFP4Q3FHbDchqWiWy,Airplanes (feat. Hayley Williams of Paramore),B.o.B,67,180480,2010.0
6TV2T40xNgCY5r7ZDl3Jcx,Toys,Life of Dillon,29,223226,2015.0
0hXJmucLNpF138QY9FJvsT,Express Yourself,Labrinth,41,243053,2012.0
3BuLtAmXKy5uQYl4ED1zBT,Weak,AJR,63,201160,2017.0
0v3BMLcwUmAwyqJaf5997o,Just Got Paid,Sigala,56,218250,2018.0
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,84,229360,2014.0
6Uj8ru7TNLDIelbuQ8eBd6,"Turn Around (5,4,3,2,1)",Flo Rida,62,201386,2010.0
7wD6iRghe6SnKHkvHqpnC5,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",Jason Derulo,59,187389,2018.0
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,78,207719,2015.0
4LtHd4nHs1LRyFrGsU9s3v,Rocks,Life of Dillon,31,193027,2017.0
5f14ylFBAuwqVHXvafqtmd,079ME,B Young,59,211852,2018.0
5lTBFpNkKWu8nRy3qzEw2h,Oh My,Dappy,63,248093,2018.0
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,85,241688,2014.0
4LWrlMkj3nFceDhigJmBGf,Bills,LunchMoney Lewis,49,204600,2015.0
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,84,231400,2008.0
7irLovo44UjFP9pqQmElWp,That's What I Like (feat. Fitz),Flo Rida,29,195235,2015.0
2DPYlWl50ydYsnnuryL5aX,Cooler Than Me (feat. Big Sean),Mike Posner,63,227840,2009.0
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,87,309600,2002.0
5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,0,228826,2017.0
6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,0,204502,2017.0
5Gz1PxujU62sfecQpB0Stm,Unpredictable,Olly Murs,0,199585,2017.0
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,87,233712,2017.0
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,80,170826,2017.0
2RttW7RAu5nOAfq6YFvApB,Happier,Ed Sheeran,78,207520,2017.0
2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,Ed Sheeran,67,237333,2017.0
2Oehrcv4Kov0SuIgWyQY9e,Demons,Imagine Dragons,33,175200,2012.0
4eLSCSELtKxZwXnFbNLXT5,On Top Of The World,Imagine Dragons,0,189840,2012.0
5b9Iolaee6xTaMWb8c5rLB,Let Her Go,Passenger,0,252733,2012.0
3erAiWBiKsbVG39cqCrsI0,Human,Rag'n'Bone Man,0,199413,2016.0
5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,2,214480,2016.0
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,76,291893,2016.0
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,81,225983,2016.0
6nxQdXa1uAL0rY72wPZu89,Love Me Now,John Legend,63,210293,2016.0
1cG0umU5TKStygKsPFZ9pY,Shed a Light,Robin Schulz,57,191379,2016.0
20js7QbHkIuzrgecUTPfl7,So Good,Louisa Johnson,43,190853,2016.0
1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,80,219159,2016.0
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,80,195706,2016.0
76t5B0ttSAje5KHmQbv88t,Treat You Better,Shawn Mendes,0,187973,2016.0
6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,80,236001,2016.0
1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,74,212459,2017.0
7gHs73wELdeycvS48JfIos,Faded,Alan Walker,72,212626,2015.0
6y2Kaz9QI01XBKJ8mTb7Pf,Skin,Rag'n'Bone Man,69,239626,2017.0
2pDXMhXlzg67zhXKZVlefy,Hurt,Johnny Cash,0,216533,2002.0
7vfWgVGiLgnGbInU5lvSQg,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,6,199226,2015.0
3wPPWcVuinAU7dXcJXtCID,La La La,Naughty Boy,74,222200,2013.0
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,84,237300,2016.0
6nHqns54LRqDNjeqKDF3v8,Glad You Came,The Wanted,0,197935,2011.0
2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,Starley,62,222040,2016.0
4Ce37cRWvM1vIGGynKcs22,Starving,Hailee Steinfeld,75,181880,2016.0
77hjM9bMmgfTGJXv14UFmi,Play That Song,Train,64,243253,2017.0
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,86,267866,2014.0
5qfZRNjt2TkHEL12r3sDEU,Everglow,Coldplay,68,282693,2015.0
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,69,183414,2016.0
4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,0,211475,2017.0
1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,0,201254,2016.0
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,68,193613,2017.0
4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,61,180757,2017.0
167NczpNbRF7oWakJaY3Hh,Slow Hands,Niall Horan,0,188174,2017.0
7bJwvubZZaoGE1AGEfu8Fi,One Last Time,Ariana Grande,0,197253,2014.0
6HUnnBwYZqcED1eQztxMBN,Solo Dance,Martin Jensen,0,174933,2016.0
00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,0,213946,2016.0
4q8PHoRsPUB52LFylX8Ulz,More Than You Know,Axwell /\ Ingrosso,1,203000,2017.0
6vSforRhuzsA0D0SO9fG1S,One Call Away,Charlie Puth,53,194453,2015.0
3s2FxrA4ZXbTR6SlH6LXh9,Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack,Matoma,45,210920,2016.0
6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,Flo Rida,59,157164,2016.0
1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Shawn Mendes,3,206880,2015.0
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,0,196613,2016.0
5nJWME6j2dfFSm5B6ayDrw,Grow Up,Olly Murs,0,224773,2016.0
0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,0,210090,2017.0
6qi5GARcM54NROYCc95Ke6,Give Me Your Love (feat. Nile Rodgers),Sigala,30,209014,2016.0
2Gl0FzuLxflY6nPifJp5Dr,First Time,Kygo,66,193511,2017.0
6FemVsNUb2lzWsDRm14FUJ,Rain,The Script,0,209345,2017.0
3uMB82o0qa7erhiZBW9KQC,Big For Your Boots,Stormzy,0,238418,2017.0
0lJEYLAJU5KtthQroas2ou,Rock DJ - 2004 Mix,Robbie Williams,50,257372,2010.0
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,75,239000,2017.0
1NWOSHR90dVWtotQs1XmLn,Feel You,Jacob Tillberg,31,223966,2016.0
1Rpj9CZE7cGSXUCfiBf0eA,Ghosts,Jacob Tillberg,57,215050,2016.0
00S35gEf40z03JTJgvQMqi,It's You - Radio Edit,Syn Cole,0,211874,2015.0
5PK1JCSdr34gWgzYHgt3Jq,Feeling Good,Muse,65,198800,2001.0
3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,The White Stripes,0,231920,2003.0
10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,80,282160,2006.0
0ihguwGVwKihJ1Nj8fGQlY,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,0,230654,2017.0
02IT7eWGpoW1IUYo4atpQl,Try Everything,Home Free,45,197080,2016.0
06ngjaiEea4jvIcAIcxcGr,Ready or Not,Bridgit Mendler,0,200946,2012.0
6WeDDUsVF7WeRvCxpkjsjs,Right Round,The Treblemakers,0,196986,2012.0
7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,66,190427,2017.0
7EI6Iki24tBHAMxtb4xQN2,Anywhere,Rita Ora,62,215064,2017.0
0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,76,243160,1999.0
5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),Rupert Holmes,76,276493,1979.0
66S14BkJDxgkYxLl5DCqOz,I'm Gonna Be (500 Miles),The Proclaimers,70,219466,2003.0
54OR1VDpfkBuOY5zZjhZAY,YMCA - Original Version 1978,Village People,71,286800,1978.0
3Y6XWs8xMlCngyIxNOFnsp,Sound of da Police,KRS-One,64,258506,1993.0
2ahnofp2LbBWDXcJbMaSTu,"What Is Love - 7"" Mix",Haddaway,64,270373,1993.0
1VQ2FdkDQ6CnoxxIIomVWK,I Like To Move It,will.i.am,0,221466,2008.0
4Pthfbs6lQNEUx1MmQMyax,Car Wash (Shark Tale Mix),Christina Aguilera,0,228666,2004.0
3bYCGWnZdLQjndiKogqA3G,Summer Of '69,Bryan Adams,0,216053,1984.0
2lwEMrlwao2VvRyDgpBjLS,Chelsea Dagger,The Fratellis,0,215306,2008.0
300zfRaCgTmEm5Eqe3HqZZ,Ghostbusters,Ray Parker Jr.,58,240800,2000.0
498SE5YbgSuUgXKKe7BaA5,The Final Countdown,Europe,42,310333,1986.0
4WGENqnUmbv0Ml9NwXMlsD,Let's Get It On,Marvin Gaye,0,290933,1973.0
4jqCold0GXW9c40QyOGD8S,"Maniac - From ""Flashdance"" Soundtrack",Michael Sembello,55,247426,2007.0
6n4ZzVvzIrCGlrFJzPMdsZ,I Got You (I Feel Good),James Brown & The Famous Flames,0,165800,1966.0
0g6ISmY4VvTNjMRl2VultZ,Cha Cha Slide - Hardino Mix,DJ Casper,0,222560,2004.0
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,89,225280,1985.0
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,84,214653,1980.0
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,Survivor,78,245640,1985.0
2xF0GzAiDMEugLYqLZFWLr,Push It,Salt-N-Pepa,0,272133,1986.0
2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,56,223962,2017.0
06wOQGz4bGB7HETrIjpIep,Without Me,Eminem,0,290226,2002.0
06hsdMbBxWGqBO0TV0Zrkf,Cotton Eye Joe,Rednex,73,194000,1994.0
7723JnKU2R15Iv4T7OJrly,Funky Town,Lipps Inc.,0,239253,2009.0
0dNiIiUZTj7P5fnzXPkQtk,Oh Yeah,Yello,0,185043,1985.0
3JOVTQ5h8HGFnDdp4VT3MP,Mad World,Gary Jules,69,189506,2001.0
3hb2ScEVkGchcAQqrPLP0R,Photograph,Nickelback,68,258920,2005.0
1R2SZUOGJqqBiLuvwKOT2Y,Gangnam Style (강남스타일),PSY,0,219493,2012.0
6BrsjjqICL08nnqUgld90u,Surfin' Bird,The Trashmen,25,143133,2013.0
4dzWhN1AsIsg8b5QS1z9G4,You've Got a Friend in Me,Randy Newman,31,125520,1995.0
6pyzBTIjcO2AMkKE6x2Otb,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0,285373,1979.0
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,74,257359,1990.0
1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,Baha Men,67,198400,2000.0
0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,Wham!,81,231333,1984.0
5NPYwuDtfb3xrTAjCrgWqF,Mr. Sandman,The Chordettes,26,143133,2009.0
3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice,72,254466,2008.0
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,85,216933,1983.0
6TbDjOtgqxBMTesiMfz7Qj,I'm Too Sexy,Right Said Fred,0,162600,2001.0
0x4GSz5C4XZDkNhFswGboC,I WILL SURVIVE,Gloria Gaynor,0,197412,2010.0
7uHO4AmKtyGa5v5fsElGoC,You Spin Me Round (Like a Record),Dead Or Alive,1,199666,1985.0
0ofMkI3jzmGCElAOgOLeo3,The Rhythm of the Night,Corona,73,264280,1994.0
2HkHE4EeZyx9AncSN042q3,What's New Pussycat?,Tom Jones,0,128800,1966.0
1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,0,354320,1975.0
7eheoW4hxrH51ww2QePVwF,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),C & C Music Factory,70,244093,1990.0
7kTvXtMERxvwCGcWv68ssH,Sweat (A La La La La Long),Inner Circle,0,226546,1992.0
4fxF8ljwryMZX5c9EKrLFE,Boombastic,Shaggy,72,249933,1995.0
4PgPnzbAgjCQ2eA6YAWcUw,MMMBop - Single Version,Hanson,0,238533,2007.0
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,75,210373,1968.0
3q9G9SvgdfE1fxlvoDIb20,Paranoid,Black Sabbath,0,167720,1970.0
0bVtevEgtDIeRjCJbK3Lmv,Welcome To The Jungle,Guns N' Roses,7,272026,1987.0
7fSGbZLhWlAiCC3HDPAULu,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,0,222813,1965.0
4eZDxVUfm37N7ncCi0t94Y,Millionaire (feat. Nelly),Digital Farm Animals,46,185250,2016.0
5ArQzSBevAdXTxRY6Ulhbq,Mama Said,Lukas Graham,67,206902,2016.0
6kZP5MRp51KZJYovS1xIVD,Up Till Dawn (On The Move),Lucas & Steve,0,186405,2017.0
21TdkDRXuAB3k90ujRU1et,Cold (feat. Future),Maroon 5,0,234308,2017.0
3bWAqKDWg6u1davspr5IkS,OK,Robin Schulz,63,189306,2017.0
1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,65,223503,2017.0
4940HtUKC4VDtiC5s4t4MT,Sing,Pentatonix,53,177240,2015.0
